District_Code,Year,Avg_Rainfall,Avg_Temperature,Rain_Next_1,Rain_Next_24,Rain_Next_7d,Irrigation_Area,Crop_Yield
0,1983,3.331680555555556,19.61171833333333,10.591415081769226,2.2698131554701653,2.3833038132436735,118.70491803278688,2973.113131313132
0,1984,2.4199277777777777,19.920436666666667,11.67389995663762,2.423513557094708,2.5446892349494434,118.70491803278688,2973.113131313132
0,1985,2.6374305555555555,20.2429075,11.46533978717923,2.3901156730933764,2.5096214567480453,118.70491803278688,2973.113131313132
0,1986,2.6573944444444444,19.5789925,11.417543734341859,2.3824973828699427,2.50162225201344,118.70491803278688,2973.113131313132
0,1987,2.810427777777777,20.42715,11.51381725013852,2.39724403079115,2.517106232330707,118.70491803278688,2973.113131313132
0,1988,3.055322222222222,20.858066666666662,11.346741977864502,2.3709240578304986,2.489470260722024,118.70491803278688,2973.113131313132
0,1989,3.025525,19.541076666666665,11.504423524886368,2.3960404090430596,2.515842429495213,118.70491803278688,2973.113131313132
0,1990,3.990772222222222,20.35334166666667,11.451954945498704,2.389119245990491,2.508575208290016,118.70491803278688,2973.113131313132
0,1991,3.4930166666666667,19.842869166666667,11.25379439242482,2.3582204572713628,2.476131480134931,118.70491803278688,2973.113131313132
0,1992,3.4508277777777776,19.705821666666665,11.263317910081147,2.35823439981478,2.476146119805519,118.70491803278688,2973.113131313132
0,1993,2.821083333333333,20.407645,10.74565713008046,2.291048409596954,2.4056008300768017,118.70491803278688,2973.113131313132
0,1994,2.7589916666666667,20.11169333333333,11.339084226018189,2.369652497870847,2.4881351227643895,118.70491803278688,2973.113131313132
0,1995,3.122522222222222,19.943789166666665,11.447266194897889,2.387036230003958,2.506388041504156,118.70491803278688,2973.113131313132
0,1996,2.65235,19.8598875,11.674224437648057,2.4261979614539695,2.547507859526668,118.70491803278688,2973.113131313132
0,1997,3.242208333333333,19.44473916666667,11.485457609826325,2.3926834670895087,2.5123176404439844,118.70491803278688,2973.113131313132
0,1998,3.08115,20.465836666666664,11.47041791499257,2.390553384456409,2.5100810536792295,118.70491803278688,2973.113131313132
0,1999,3.218038888888889,20.8558725,11.613092215281723,2.412785150186346,2.5334244076956636,118.70491803278688,2973.113131313132
0,2000,1.9721027777777775,20.692855833333336,11.358325949937104,2.3726873248213267,2.491321691062393,118.39051918735892,2958.943566591422
0,2001,2.662316666666667,20.78021833333333,11.140810104590653,2.338455761223907,2.455378549285103,118.19873150105708,2975.5116279069766
0,2002,2.2271638888888887,20.80696083333333,11.216105923062562,2.350312922647222,2.467828568779583,118.42978723404256,2958.4765957446807
0,2003,2.9115111111111114,20.334099166666665,11.194868640929458,2.348367388588811,2.4657857580182516,118.38302277432712,2932.0621118012423
0,2004,2.7386833333333334,21.051189166666667,11.414071787530181,2.3814554101252305,2.500528180631492,121.56302521008404,2974.6029411764707
0,2005,4.374983333333334,20.1510325,0.15135213931202887,0.8686991035124277,0.9121340586880492,119.97731958762888,3013.8453608247423
0,2006,3.3265277777777778,20.994692500000003,10.791976794320343,2.2885226122315974,2.4029487428431775,119.13636363636364,2952.9848484848485
0,2007,3.914305555555556,20.61802833333333,11.124488709765672,2.343451078779374,2.460623632718343,120.47045951859955,2983.6586433260395
0,2008,3.940169444444445,20.514409166666667,11.623897432929276,2.4146066378584727,2.5353369697513966,120.32142857142856,2981.4894957983192
0,2009,4.422002777777778,20.910591666666665,11.346936666470764,2.37140613183168,2.4899764384232643,119.109375,2987.00390625
0,2010,2.507372222222222,20.9999225,11.02935087750554,2.325687771464263,2.4419721600374764,115.64522821576764,2947.7572614107885
0,2011,4.055280555555556,20.724895,11.377372985249757,2.375663593089454,2.4944467727439266,117.52719665271968,2957.92259414226
0,2012,2.861205555555556,20.05353583333333,11.659460551673172,2.420128983555113,2.541135432732869,119.21120689655172,2974.3297413793102
0,2013,3.9382055555555553,20.652716666666667,11.422086468487976,2.3838868206966697,2.503081161731503,116.41163793103448,2967.127155172414
0,2014,2.899208333333333,20.527867500000003,11.6111453292191,2.4126617798021672,2.5332948687922756,118.6969696969697,2973.113131313132
0,2015,2.9123916666666667,20.559059166666668,11.586922821789978,2.408676155890895,2.52910996368544,119.55863539445627,3006.1066098081023
0,2016,3.0608888888888885,21.414616666666664,11.34628770444989,2.3709902215365317,2.4895397326133586,120.28187919463087,2985.3758389261743
0,2017,4.637380555555556,20.4173975,11.520258198195695,2.3981862087251,2.518095519161355,118.1577909270217,2969.108481262328
0,2018,2.337336111111111,20.4173975,11.401319683820008,2.3800047941079967,2.4990050338133964,119.38383838383838,2958.949494949495
0,2019,6.5904444444444445,20.4173975,11.19154271057248,2.3464181365188215,2.463739043344763,117.30801687763712,2959.0443037974683
0,2020,4.500194444444444,20.4173975,10.966352889329194,2.3211681903902437,2.437226599909756,118.70491803278688,2975.688524590164
0,2021,1.940911111111111,20.4173975,11.752034983950852,2.436564369235065,2.5583925876968183,118.70491803278688,2973.113131313132
0,2022,3.30095,20.4173975,11.772931561022995,2.4380154077536105,2.559916178141291,118.70491803278688,2973.113131313132
0,2023,2.9550972222222223,20.4173975,11.842954563075303,2.4490519026213633,2.5715044977524317,118.70491803278688,2973.113131313132
0,2024,5.263457142857143,20.4173975,11.888625265294312,2.456496206802998,2.579321017143148,118.70491803278688,2973.113131313132
1,1983,5.840911111111111,19.61171833333333,0.0,0.331828266066438,0.3484196793697599,118.70491803278688,2973.113131313132
1,1984,5.203961111111111,19.920436666666667,7.323502943459152,1.8499032093665235,1.9423983698348497,118.70491803278688,2973.113131313132
1,1985,4.6403638888888885,20.2429075,9.127249278342722,2.0915448938410726,2.196122138533126,118.70491803278688,2973.113131313132
1,1986,3.958269444444445,19.5789925,6.230586511106789,1.702241809172494,1.7873538996311187,118.70491803278688,2973.113131313132
1,1987,3.878869444444444,20.42715,10.336075904640554,2.253556276596091,2.3662340904258956,118.70491803278688,2973.113131313132
1,1988,5.695041666666667,20.858066666666662,10.373556503355502,2.257714238794025,2.3705999507337263,118.70491803278688,2973.113131313132
1,1989,4.699486111111111,19.541076666666665,9.037936894223092,2.0782232161072396,2.1821343769126016,118.70491803278688,2973.113131313132
1,1990,5.1086833333333335,20.35334166666667,6.596242133761941,1.7516601403116543,1.839243147327237,118.70491803278688,2973.113131313132
1,1991,4.175238888888889,19.842869166666667,8.122099382296204,1.9566338017266247,2.054465491812956,118.70491803278688,2973.113131313132
1,1992,5.265980555555555,19.705821666666665,8.250733794865011,1.9740246741319687,2.072725907838567,118.70491803278688,2973.113131313132
1,1993,3.677508333333333,20.407645,4.78792872865647,1.509516313023429,1.5849921286746005,118.70491803278688,2973.113131313132
1,1994,6.2675777777777775,20.11169333333333,10.74818301194608,2.3085918894775213,2.4240214839513974,118.70491803278688,2973.113131313132
1,1995,5.300827777777778,19.943789166666665,10.096101917359231,2.220494872642556,2.331519616274684,118.70491803278688,2973.113131313132
1,1996,3.9377,19.8598875,9.610216954308747,2.1559120397809903,2.26370764177004,118.70491803278688,2973.113131313132
1,1997,6.040572222222222,19.44473916666667,10.97502565833628,2.3384023993077374,2.4553225192731243,118.70491803278688,2973.113131313132
1,1998,4.689244444444444,20.465836666666664,8.417781182052194,1.9953828550165529,2.0951519977673807,118.70491803278688,2973.113131313132
1,1999,4.620788888888889,20.8558725,11.10613018259704,2.356557027341424,2.474384878708495,118.70491803278688,2973.113131313132
1,2000,3.5481111111111105,20.692855833333336,10.954529612511395,2.335099410772198,2.4518543813108082,118.39051918735892,2958.943566591422
1,2001,5.814177777777778,20.78021833333333,10.192055008158086,2.232805124476801,2.344445380700641,118.19873150105708,2975.5116279069766
1,2002,3.044,20.80696083333333,10.389218796128032,2.259570371574038,2.3725488901527396,118.42978723404256,2958.4765957446807
1,2003,6.9750000000000005,20.334099166666665,3.8044967522397632,1.3764321588480815,1.4452537667904857,118.38302277432712,2932.0621118012423
1,2004,3.471033333333333,21.051189166666667,10.965873265835642,2.337581394751121,2.454460464488677,121.56302521008404,2974.6029411764707
1,2005,6.312430555555555,20.1510325,0.8276283632427452,0.9767176700082926,1.0255535535087072,119.97731958762888,3013.8453608247423
1,2006,7.399775000000001,20.994692500000003,3.9572330058619376,1.3974173344461256,1.4672882011684318,119.13636363636364,2952.9848484848485
1,2007,8.023180555555555,20.61802833333333,0.0,0.7150602392045163,0.7508132511647422,120.47045951859955,2983.6586433260395
1,2008,6.975222222222222,20.514409166666667,9.98961738976538,2.2077839205605287,2.318173116588555,120.32142857142856,2981.4894957983192
1,2009,5.848488888888889,20.910591666666665,3.2802566127508874,1.3070071862830457,1.3723575455971981,119.109375,2987.00390625
1,2010,7.287333333333333,20.9999225,6.682976414853333,1.7635601222433142,1.85173812835548,115.64522821576764,2947.7572614107885
1,2011,7.644591666666667,20.724895,9.212753066602348,2.174206219999245,2.2829165309992074,117.52719665271968,2957.92259414226
1,2012,5.509158333333334,20.05353583333333,8.909337971764801,2.1332005660572406,2.2398605943601027,119.21120689655172,2974.3297413793102
1,2013,7.465394444444445,20.652716666666667,7.040890123400091,1.8116510809990263,1.9022336350489777,116.41163793103448,2967.127155172414
1,2014,4.341075,20.527867500000003,10.07473281481564,2.219037750105063,2.3299896376103164,118.6969696969697,2973.113131313132
1,2015,6.495980555555555,20.559059166666668,11.139999916067717,2.3601362049870205,2.4781430152363715,119.55863539445627,3006.1066098081023
1,2016,8.411419444444444,21.414616666666664,10.296814716380833,2.246221442505345,2.358532514630612,120.28187919463087,2985.3758389261743
1,2017,7.682186111111111,20.4173975,10.892301252731679,2.3274825148031115,2.443856640543267,118.1577909270217,2969.108481262328
1,2018,4.017991666666666,20.4173975,0.0,0.12843469619688896,0.13485643100673342,119.38383838383838,2958.949494949495
1,2019,10.176497222222222,20.4173975,11.05685774116218,2.3496724529027944,2.4671560755479343,117.30801687763712,2959.0443037974683
1,2020,9.19571388888889,20.4173975,0.0,0.5794823555136711,0.6084564732893547,118.70491803278688,2975.688524590164
1,2021,6.048780555555556,20.4173975,6.829373120734094,1.7834346263827137,1.8726063577018495,118.70491803278688,2973.113131313132
1,2022,12.100375,20.4173975,10.391055155846475,2.2610488304279754,2.374101271949374,118.70491803278688,2973.113131313132
1,2023,7.740080555555555,20.4173975,0.0,0.0,0.0,118.70491803278688,2973.113131313132
1,2024,8.509671428571428,20.4173975,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1983,3.4968222222222223,19.61171833333333,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1984,2.7862638888888887,19.920436666666667,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1985,2.834713888888889,20.2429075,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1986,2.508036111111111,19.5789925,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1987,2.2104055555555555,20.42715,0.0,0.417404534426766,0.4382747611481043,118.70491803278688,2973.113131313132
2,1988,3.741808333333333,20.858066666666662,0.0,0.10213791855846861,0.10724481448639205,118.70491803278688,2973.113131313132
2,1989,2.8180916666666667,19.541076666666665,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1990,3.1601222222222223,20.35334166666667,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1991,2.5615361111111112,19.842869166666667,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1992,3.5379027777777776,19.705821666666665,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1993,2.2864222222222224,20.407645,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1994,4.2412,20.11169333333333,0.0,0.5308080069412787,0.5573484072883427,118.70491803278688,2973.113131313132
2,1995,3.2067694444444443,19.943789166666665,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1996,2.233422222222222,19.8598875,0.0,0.0,0.0,118.70491803278688,2973.113131313132
2,1997,3.590394444444444,19.44473916666667,0.0,0.5116271232118228,0.537208479372414,118.70491803278688,2973.113131313132
2,1998,2.8453083333333336,20.465836666666664,0.0,0.0,0.0,118.70491803278688,2973.113131313132
